id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,place_county_name,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4998291,2017/01/21 2:24 PM PST,2017-01-21,2017-01-21 22:24:00 UTC,Pacific Time (US & Canada),,462,barbarab,2017-01-24 06:23:59 UTC,2017-01-25 04:31:41 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/4998291,https://static.inaturalist.org/photos/6109425/medium.jpeg?1485239013,,,false,1,0,false,,"California, US",37.9659849269,-122.6822870963,57.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
3571357,Sun Jun 26 2016 14:02:03 GMT-0700 (PDT),2016-06-26,2016-06-26 21:02:03 UTC,Pacific Time (US & Canada),false,9335,leslie_flint,2016-06-30 19:46:06 UTC,2016-07-15 19:58:31 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3571357,https://static.inaturalist.org/photos/4144871/medium.jpg?1467315970,,herpetologists - I'm putting this out there because I could use an opinion as to what is going on with these newts.  Appear very orange in the water and are obviously discolored compared to the normal rough-skinned newt. Any opinions?,false,1,0,false,,"Martin Griffin Preserve, Audubon Canyon Ranch, CA, US",37.929813,-122.682245,52.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
2605371,2016-01-19,2016-01-19,,Pacific Time (US & Canada),false,8173,seedsrus,2016-01-21 23:25:46 UTC,2016-01-23 03:55:30 UTC,research,CC-BY,http://www.inaturalist.org/observations/2605371,https://static.inaturalist.org/photos/2910270/medium.JPG?1453418755,"Newt, China Camp State Park",Observed along rain drainage ditch off Bayhills Road (fire trail) near China Camp State Park.,false,2,0,false,,China Camp State Park California,38.00143,-122.504951,52.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1194419,2015-01-18 2pm,2015-01-18,2015-01-18 22:00:00 UTC,Pacific Time (US & Canada),false,8150,harmoge,2015-01-26 00:58:41 UTC,2015-09-29 17:05:20 UTC,research,,http://www.inaturalist.org/observations/1194419,https://static.inaturalist.org/photos/1508699/medium.jpg?1444264817,,the one in the duff was seen on the upper portion of the tucker trail.,true,2,0,false,,"san anselmo, ca",37.955489,-122.584591,52.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
578541,2014-03-21 16:26,2014-03-21,2014-03-21 23:26:00 UTC,Pacific Time (US & Canada),false,6339,tigerhawkvok,2014-03-22 21:06:28 UTC,2015-05-13 04:30:17 UTC,research,CC-BY,http://www.inaturalist.org/observations/578541,https://static.inaturalist.org/photos/735985/medium.JPG?1395522393,,,false,3,1,false,,"California, US",37.8243879057,-122.7111988121,52.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
1183068,2015-01-18,2015-01-18,,Pacific Time (US & Canada),false,5327,direbecca,2015-01-19 03:22:26 UTC,2015-05-13 02:21:42 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/1183068,https://static.inaturalist.org/photos/1494040/medium.JPG?1421637755,,,false,1,0,false,,"Marin County, US-CA, US",38.0621854464,-122.8660700629,52.00,,,Marin,,,Rough-skinned newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
1260897,2015-01-19 05:03:24,2015-01-19,2015-01-19 13:03:24 UTC,Pacific Time (US & Canada),false,77637,laceypantalones,2015-02-27 19:25:08 UTC,2015-11-12 03:47:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1260897,https://static.inaturalist.org/photos/1582863/medium.JPG?1425065118,,,false,2,0,false,,,37.951084,-122.616563,52.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1262113,2013-03-02 08:38,2013-03-02,2013-03-02 16:38:00 UTC,Pacific Time (US & Canada),,21318,danielgeorge,2015-02-28 15:21:44 UTC,2016-03-01 03:07:37 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1262113,https://static.inaturalist.org/photos/1584650/medium.jpg?1425137097,,,false,2,0,false,,"Rancho Bolinas, Golden Gate National Recreation Area",37.936504,-122.698702,50.00,,,Marin,,,Taricha,Taricha,Pacific Newts,Amphibia,27816
1428782,2015-04-26 14:39:14,2015-04-26,2015-04-26 21:39:14 UTC,Pacific Time (US & Canada),false,477,loarie,2015-04-27 02:37:06 UTC,2015-09-29 17:04:02 UTC,research,CC0,http://www.inaturalist.org/observations/1428782,https://static.inaturalist.org/photos/1768226/medium.jpg?1430102324,,,false,1,0,false,,"Marin Municipal Water District Watershed, Marin, California, United States",37.9458,-122.5908,50.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
4992074,Sun Jan 22 2017 11:53:40 GMT-0800 (PST),2017-01-22,2017-01-22 19:53:40 UTC,Pacific Time (US & Canada),false,78035,lillora,2017-01-23 00:39:24 UTC,2017-01-23 14:22:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4992074,https://static.inaturalist.org/photos/6100142/medium.jpg?1485131991,,Found crawling across the path.,false,2,0,false,3,"Marin Headlands, Muir Beach, CA, US",37.8575930081,-122.5721125706,49.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1085314,Thu Nov 20 2014 17:00:39 GMT-0800 (PST),2014-11-20,2014-11-21 01:00:39 UTC,Pacific Time (US & Canada),false,59551,mwarner,2014-11-21 15:47:15 UTC,2015-05-13 02:23:04 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1085314,,,"Two Newts, one juevenile",false,0,0,false,3,"81 Sandy Creek Way, Novato, CA, US",38.123623,-122.613236,46.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2652076,Sat Feb 06 2016 12:10:22 GMT-0800 (PST),2016-02-06,2016-02-06 20:10:22 UTC,Pacific Time (US & Canada),false,477,loarie,2016-02-07 03:54:13 UTC,2016-03-08 05:27:18 UTC,research,CC0,http://www.inaturalist.org/observations/2652076,https://static.inaturalist.org/photos/2979126/medium.jpg?1454817285,,,false,1,0,false,3,mt. burdell,38.132109,-122.604289,32.00,,,Marin,manual,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4427513,Mon Oct 24 2016 10:53:17 GMT-0700 (PDT),2016-10-24,2016-10-24 17:53:17 UTC,Pacific Time (US & Canada),,100025,s287ritter,2016-10-24 18:24:18 UTC,2016-10-25 13:19:20 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/4427513,https://static.inaturalist.org/photos/5326357/medium.jpg?1477333467,,"Orange under the feet and body, at least on the margins. I couldn't see the complete underbody. They were otherwise brown. I hope you can find them!e",false,3,0,false,3,"75–91 El Capitan Ave, Mill Valley, CA, US",37.9231496808,-122.5592681767,30.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
2403787,Fri Nov 20 2015 15:03:53 GMT-0800 (PST),2015-11-20,2015-11-20 23:03:53 UTC,Pacific Time (US & Canada),false,140489,lynnettenorman,2015-11-21 04:48:51 UTC,2015-12-10 17:02:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2403787,https://static.inaturalist.org/photos/2681186/medium.jpg?1448081325,,,false,4,1,false,3,,37.931891,-122.634798,30.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3015466,Sat Apr 23 2016 11:33:38 GMT-0700 (PDT),2016-04-23,2016-04-23 18:33:38 UTC,Pacific Time (US & Canada),,221254,eal15380,2016-04-23 21:34:04 UTC,2016-04-24 02:15:40 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/3015466,https://static.inaturalist.org/photos/3468867/medium.jpg?1461447253,,,true,0,0,false,3,"Marin County, US-CA, US",38.1216560724,-122.8189787642,30.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
1372200,2015-04-05 12:54:30 PM PDT,2015-04-05,2015-04-05 19:54:30 UTC,Pacific Time (US & Canada),,23297,mrchasse,2015-04-06 21:37:51 UTC,2015-05-13 03:01:57 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/1372200,https://static.inaturalist.org/photos/1697121/medium.JPG?1428356280,,,true,1,0,false,,Oakwood Valley,37.861903,-122.515095,26.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
564767,2013-03-09,2013-03-09,,Pacific Time (US & Canada),,21318,danielgeorge,2014-03-12 16:15:24 UTC,2015-05-13 04:30:29 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/564767,https://static.inaturalist.org/photos/718300/medium.jpg?1394640937,,,false,3,0,false,,"Bolinas Ridge Trail, Golden Gate National Recreation Area, CA",38.014024,-122.739998,24.00,,,Marin,manual,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
2101577,,,,Central Time (US & Canada),,76141,timothy214287,2015-10-12 20:53:43 UTC,2016-01-29 00:42:38 UTC,casual,,http://www.inaturalist.org/observations/2101577,https://static.inaturalist.org/photos/2516998/medium.JPG?1444683342,,30+ individuals living in water from turret,false,2,0,false,,,37.836412,-122.544519,21.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
1443580,2015-04-25 3:26:48 PM PDT,2015-04-25,2015-04-25 22:26:48 UTC,Pacific Time (US & Canada),false,30828,star_bit,2015-05-01 20:08:53 UTC,2015-09-29 17:03:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1443580,https://static.inaturalist.org/photos/1787284/medium.jpg?1430512736,,,false,1,0,false,,,37.93937908,-122.62702277,16.00,,gps,Marin,gps,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1443582,2015-04-25 3:35:41 PM PDT,2015-04-25,2015-04-25 22:35:41 UTC,Pacific Time (US & Canada),,30828,star_bit,2015-05-01 20:08:52 UTC,2015-09-29 17:03:45 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1443582,https://static.inaturalist.org/photos/1787292/medium.jpg?1430512779,,,false,1,0,false,,,37.93961094,-122.62670557,15.00,,gps,Marin,gps,,Pacific Newts (Taricha),Taricha,Pacific Newts,Amphibia,27816
2455585,2015-12-05,2015-12-05,,Pacific Time (US & Canada),false,5327,direbecca,2015-12-06 19:41:49 UTC,2016-01-18 05:34:54 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/2455585,https://static.inaturalist.org/photos/2745678/medium.jpg?1449430988,,"About 3""/7.62cm snout to vent. Walking on Bayview Trail.",false,4,0,false,,"Marin County, US-CA, US",38.1299505609,-122.8002074764,13.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
2773954,2016-03-10,2016-03-10,,Pacific Time (US & Canada),false,195859,aschlosser,2016-03-12 23:54:57 UTC,2016-04-04 09:26:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2773954,https://static.inaturalist.org/photos/3141793/medium.JPG?1457826902,,"We spotted this one while floodplain monitoring during a downpour.There were many newts out, especially on the Kaashi trail. This one appears pregnant. ",false,1,0,false,,"Marin County, Golden Gate National Recreation Area, US-CA, US",37.860264,-122.573114,13.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
224174,2013-03-09 12:28:13,2013-03-09,2013-03-09 20:28:13 UTC,Pacific Time (US & Canada),false,13424,fleist,2013-03-28 04:32:45 UTC,2015-09-29 17:16:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/224174,https://static.inaturalist.org/photos/282317/medium.JPG?1364445171,,"D. Smith, F. Leist, J. Baxter, L. Webb, R. Truitt; newt, c. 12 cm., moving in litter in shady, damp woodland",false,1,0,false,,"Eldridge Grade Culvert 24, Mt. Tamalpais",37.9473025735,-122.5783601403,11.00,,,Marin,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
597046,2014-03-29 11:38:19 AM PDT,2014-03-29,2014-03-29 18:38:19 UTC,Pacific Time (US & Canada),false,33419,pv137,2014-03-29 19:33:21 UTC,2015-11-12 03:52:43 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/597046,,,"breeding pool, many adults observed in backwater pool of creek",false,0,0,false,,,37.861457,-122.573635,10.00,,gps,Marin,gps,,Taricha granulosa,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
72505,"April 27, 2012 3:12:01 PM PDT",2012-04-27,2012-04-27 22:12:01 UTC,Pacific Time (US & Canada),false,181,rademacherdan,2012-04-30 17:56:33 UTC,2015-05-13 03:14:11 UTC,research,CC-BY,http://www.inaturalist.org/observations/72505,https://static.inaturalist.org/photos/109027/medium.jpg,,In gun emplacement pond,false,1,0,false,,"Mill Valley, Marin County, California, United States of America",37.8367347717,-122.5442428589,10.00,,,Marin,,,California newt,Taricha torosa,California Newt,Amphibia,27818
418788,Fri Oct 04 2013 12:34:24 GMT-0700 (PDT),2013-10-04,2013-10-04 19:34:24 UTC,Pacific Time (US & Canada),false,181,rademacherdan,2013-10-05 19:46:49 UTC,2015-05-13 02:36:01 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/418788,https://static.inaturalist.org/photos/527838/medium.jpg?1381002765,,,false,0,0,false,3,,37.836194,-122.544827,10.00,,,Marin,,,California newt,Taricha torosa,California Newt,Amphibia,27818
520572,2014-02-04 12:14:04 PM PST,2014-02-04,2014-02-04 20:14:04 UTC,Pacific Time (US & Canada),false,24754,dgreenberger,2014-02-04 20:50:50 UTC,2015-12-10 07:02:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/520572,https://static.inaturalist.org/photos/663398/medium.jpg?1391563543,,,false,1,0,false,,,37.95600071,-122.59914558,10.00,,gps,Marin,gps,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2739292,Wed Mar 02 2016 18:04:33 GMT-0800 (PST),2016-03-02,2016-03-03 02:04:33 UTC,Pacific Time (US & Canada),false,33295,emogden,2016-03-03 03:05:53 UTC,2016-03-08 05:16:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2739292,https://static.inaturalist.org/photos/3092803/medium.jpg?1456974379,,,true,3,0,false,3,"528 Biscayne Dr, San Rafael, CA, US",37.9960797821,-122.473692298,10.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3379561,Sat Jun 04 2016 11:04:36 GMT-0700 (PDT),2016-06-04,2016-06-04 18:04:36 UTC,Pacific Time (US & Canada),false,40229,carrion,2016-06-04 18:07:43 UTC,2016-06-06 18:12:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3379561,https://static.inaturalist.org/photos/3904103/medium.jpg?1465063707,,,false,3,0,false,3,"Bolinas Ridge, Nicasio, CA, US",38.0437648902,-122.7477884946,10.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
530788,2014-02-13 5:21:16 PM PST,2014-02-13,2014-02-14 01:21:16 UTC,Pacific Time (US & Canada),,1,kueda,2014-02-15 00:19:00 UTC,2015-09-29 17:14:32 UTC,needs_id,CC0,http://www.inaturalist.org/observations/530788,https://static.inaturalist.org/photos/675333/medium.jpg?1392423690,,"dark around the eye but pointed nose and protuberant eyes, so probably torosa.",false,0,0,false,2,,37.92990842,-122.61824613,9.00,,gps,Marin,gps,,taricha,Taricha,Pacific Newts,Amphibia,27816
597054,2014-03-29 10:20:45 AM PDT,2014-03-29,2014-03-29 17:20:45 UTC,Pacific Time (US & Canada),false,33419,pv137,2014-03-29 19:33:38 UTC,2015-11-12 03:52:42 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/597054,,,"Female adult rough-skinned newt, breeding pool with 10 other adults observed.
distinct color separation between belly and back, and eyes typical of rough-skinned species.",false,0,0,false,,,37.863529,-122.573455,9.00,,gps,Marin,gps,,Taricha granulosa,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
597053,2014-03-29 10:56:03 AM PDT,2014-03-29,2014-03-29 17:56:03 UTC,Pacific Time (US & Canada),false,33419,pv137,2014-03-29 19:33:35 UTC,2015-11-12 03:52:42 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/597053,,,crossing road female,false,0,0,false,,,37.86260382,-122.57145098,8.00,,gps,Marin,gps,,Taricha granulosa,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
517349,2014-01-02 4:50 p.m.,2014-01-02,2014-01-03 00:50:00 UTC,Pacific Time (US & Canada),false,21823,sealwrangler,2014-02-01 21:33:36 UTC,2015-05-13 02:34:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/517349,https://static.inaturalist.org/photos/659402/medium.jpg?1391290432,,"I observed this California newt crossing the paved portion of the Tennessee Valley trail in the Marin Headlands. It had rained lightly the day before, which probably triggered it to come out of hibernation, but I'm afraid it's not going to find any ponds to breed in. I took the photo with my cell phone so the quality is poor; however, the newt's eyes extended past the margins of its head, which is why I think it is a California rather than a rough-skinned newt",false,1,0,false,,"Tennessee Valley Trail, Marin Headlands",37.859405,-122.537255,8.00,,,Marin,,,California newt,Taricha torosa,California Newt,Amphibia,27818
548122,2014-03-01 12:40:00 PM PST,2014-03-01,2014-03-01 20:40:00 UTC,Pacific Time (US & Canada),false,24754,dgreenberger,2014-03-02 02:41:47 UTC,2015-09-29 17:14:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/548122,https://static.inaturalist.org/photos/699869/medium.jpg?1393730382,,,false,1,0,false,,,37.91671,-122.590272,8.00,,gps,Marin,gps,,California Newt,Taricha torosa,California Newt,Amphibia,27818
596374,2014-03-29 9:36:46 AM PDT,2014-03-29,2014-03-29 16:36:46 UTC,Pacific Time (US & Canada),false,20912,steers,2014-03-29 19:01:15 UTC,2015-05-13 02:32:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/596374,https://static.inaturalist.org/photos/755786/medium.jpg?1396153379,,,false,2,0,false,,,37.84267327,-122.53332602,8.00,,gps,Marin,gps,,California Newt,Taricha torosa,California Newt,Amphibia,27818
530781,2014-02-13 4:57:58 PM PST,2014-02-13,2014-02-14 00:57:58 UTC,Pacific Time (US & Canada),false,1,kueda,2014-02-15 00:18:21 UTC,2015-09-29 17:14:33 UTC,research,CC0,http://www.inaturalist.org/observations/530781,https://static.inaturalist.org/photos/675343/medium.jpg?1392423863,,,false,1,0,false,2,"Mt. Tam, Marin County, CA, USA",37.927309,-122.619702,7.00,,gps,Marin,gps,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
608145,2014-04-04 10:13:30 AM PDT,2014-04-04,2014-04-04 17:13:30 UTC,Pacific Time (US & Canada),false,24754,dgreenberger,2014-04-05 01:09:20 UTC,2015-12-10 07:02:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/608145,https://static.inaturalist.org/photos/766781/medium.jpg?1396660617,,,false,2,0,false,,,37.96804133,-122.60413856,7.00,,gps,Marin,gps,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
3189297,2016-04-16 5:34:20 PM PDT,2016-04-16,2016-04-17 00:34:20 UTC,Pacific Time (US & Canada),,30828,star_bit,2016-05-16 18:47:14 UTC,2016-05-18 03:13:31 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/3189297,https://static.inaturalist.org/photos/3691024/medium.jpeg?1463424856,,,false,1,0,false,,"Marshall Beach, Point Reyes National Seashore, Marin County, US-CA, US",38.16342649,-122.91569362,7.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
1182562,2015-01-18,2015-01-18,,Pacific Time (US & Canada),,28037,metsa,2015-01-18 22:42:37 UTC,2015-05-13 02:21:44 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1182562,https://static.inaturalist.org/photos/1493257/medium.JPG?1421620963,,sitting on the aquatic plants in the water-filled tank at Battery Townsley (before serendipitously running into robberfly on the trail),false,1,0,false,,"Battery Townsley, GGNRA, CA",37.836939,-122.543991,6.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
219938,2013-03-20,2013-03-20,,Pacific Time (US & Canada),false,7448,billyverde,2013-03-20 20:32:45 UTC,2015-05-13 02:40:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/219938,https://static.inaturalist.org/photos/277039/medium.jpg?1363811572,"newt, marin, big rock ranch","This newt next to the dining commons casually looked my way when I came by to photograph him, but otherwise didn't move a muscle. Thinking it's a red-bellied newt, but if someone could confirm, that would be great!",false,2,0,false,,,38.0526871199,-122.6281392574,6.00,,,Marin,,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
2828812,2016-03-24,2016-03-24,,Pacific Time (US & Canada),false,505,th0th,2016-03-25 17:37:20 UTC,2016-03-30 00:28:22 UTC,research,CC-BY,http://www.inaturalist.org/observations/2828812,https://static.inaturalist.org/photos/3220662/medium.jpg?1458927442,,,false,2,0,false,,"Marin County, CA",37.95316,-122.600107,6.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
2844736,2016-03-24,2016-03-24,,Pacific Time (US & Canada),false,505,th0th,2016-03-28 23:02:15 UTC,2016-03-31 01:32:32 UTC,research,CC-BY,http://www.inaturalist.org/observations/2844736,https://static.inaturalist.org/photos/3242979/medium.jpg?1459206140,,,false,2,0,false,,Marin County CA,37.952235,-122.599643,6.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
61005,Thu Mar 29 2012 15:43:39 GMT-0700 (PDT),2012-03-29,2012-03-29 22:43:39 UTC,Pacific Time (US & Canada),false,933,chriswbrown,2012-03-30 16:23:42 UTC,2014-10-19 16:54:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/61005,https://static.inaturalist.org/photos/94225/medium.jpg,,"Babies, babies, everywhere!",false,1,0,false,,"Mount Burdell Open Space, Novato, California, US",38.136044,-122.596217,5.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
589928,Fri Mar 28 2014 13:28:41 GMT-0700 (PDT),2014-03-28,2014-03-28 20:28:41 UTC,Pacific Time (US & Canada),false,32691,pthompson,2014-03-28 23:58:09 UTC,2016-02-17 02:37:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589928,https://static.inaturalist.org/photos/748398/medium.jpg?1396051106,,On hero inventory,false,1,0,false,3,"Coastal Trl, Sausalito, CA, US",37.860831,-122.574061,5.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
589926,Fri Mar 28 2014 13:32:24 GMT-0700 (PDT),2014-03-28,2014-03-28 20:32:24 UTC,Pacific Time (US & Canada),,32691,pthompson,2014-03-28 23:58:09 UTC,2016-02-17 02:37:08 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/589926,https://static.inaturalist.org/photos/748400/medium.jpg?1396051115,,On herp inventory,false,1,0,false,3,,37.860843,-122.57402,5.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
592986,Fri Mar 28 2014 21:36:06 GMT-0700 (PDT),2014-03-28,2014-03-29 04:36:06 UTC,Pacific Time (US & Canada),false,32588,michael_est,2014-03-29 05:31:06 UTC,2015-05-13 02:32:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/592986,https://static.inaturalist.org/photos/750790/medium.jpg?1396071084,,Yellow-bellied. Cal newt?,true,2,0,false,3,,37.850614,-122.538767,5.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
593607,Sat Mar 29 2014 00:38:27 GMT-0700 (PDT),2014-03-29,2014-03-29 07:38:27 UTC,Pacific Time (US & Canada),,31494,ftaroc,2014-03-29 08:41:26 UTC,2016-03-26 01:00:35 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/593607,https://static.inaturalist.org/photos/751530/medium.jpg?1396082497,,Youth all night Bioblitz #projectwise #iyel #utb #crissyfieldcenter,false,0,0,false,3,"Golden Gate Natl. Rec. Area - MA, Marin County, Golden Gate National Recreation Area, US-CA, US",37.837745,-122.541339,5.00,,,Marin,,,Newt,Taricha,Pacific Newts,Amphibia,27816
589165,Fri Mar 28 2014 13:10:15 GMT-0700 (PDT),2014-03-28,2014-03-28 20:10:15 UTC,Pacific Time (US & Canada),false,28342,egret4,2014-03-28 22:58:35 UTC,2015-09-29 17:13:30 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/589165,,,,false,0,0,false,3,,37.860371,-122.574458,5.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1334755,Sun Mar 22 2015 12:21:03 GMT-0700 (PDT),2015-03-22,2015-03-22 19:21:03 UTC,Pacific Time (US & Canada),false,81001,mallikajayaraman,2015-03-24 02:40:37 UTC,2015-05-13 02:19:03 UTC,needs_id,,http://www.inaturalist.org/observations/1334755,https://static.inaturalist.org/photos/1652006/medium.jpg?1427164889,,,false,0,0,false,3,,37.854955,-122.562836,5.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
1400872,Fri Apr 17 2015 09:26:40 GMT-0700 (PDT),2015-04-17,2015-04-17 16:26:40 UTC,Pacific Time (US & Canada),,30731,jubata-not-call-me-pampas,2015-04-18 00:56:04 UTC,2015-08-22 01:39:58 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/1400872,https://static.inaturalist.org/photos/1732844/medium.jpg?1429318642,,,false,2,0,false,3,,37.836302,-122.544541,5.00,,,Marin,,,Pacific Newts,Taricha,Pacific Newts,Amphibia,27816
2701374,Sat Feb 20 2016 14:34:07 GMT-0800 (PST),2016-02-20,2016-02-20 22:34:07 UTC,Pacific Time (US & Canada),false,477,loarie,2016-02-21 02:04:01 UTC,2016-03-08 05:19:17 UTC,research,CC0,http://www.inaturalist.org/observations/2701374,https://static.inaturalist.org/photos/3041858/medium.jpg?1456020304,,,false,2,0,false,3,"94930, Fairfax, CA, US",37.9460005509,-122.6019573772,5.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2701400,Sat Feb 20 2016 15:57:27 GMT-0800 (PST),2016-02-20,2016-02-20 23:57:27 UTC,Pacific Time (US & Canada),false,477,loarie,2016-02-21 02:08:46 UTC,2016-03-08 05:19:03 UTC,research,CC0,http://www.inaturalist.org/observations/2701400,https://static.inaturalist.org/photos/3041891/medium.jpg?1456020554,,,false,3,0,false,3,"Sky Oaks Rd, Fairfax, CA, US",37.9522371898,-122.5996365958,5.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2808615,Sat Mar 19 2016 18:36:57 GMT-0700 (PDT),2016-03-19,2016-03-20 01:36:57 UTC,Pacific Time (US & Canada),false,477,loarie,2016-03-20 17:58:39 UTC,2016-03-21 00:43:00 UTC,research,CC0,http://www.inaturalist.org/observations/2808615,https://static.inaturalist.org/photos/3191388/medium.jpg?1458496755,,,false,4,0,false,3,"China Camp State Park, Marin County, US-CA, US",38.005348,-122.497202,5.00,,,Marin,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3379575,Sat Jun 04 2016 11:08:13 GMT-0700 (PDT),2016-06-04,2016-06-04 18:08:13 UTC,Pacific Time (US & Canada),false,40229,carrion,2016-06-04 18:08:57 UTC,2016-06-06 18:12:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3379575,https://static.inaturalist.org/photos/3904114/medium.jpg?1465063752,,,true,4,0,false,3,"Bolinas Ridge, Nicasio, CA, US",38.0437981245,-122.7477175837,5.00,,,Marin,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
