id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
569018,2014-03-14,2014-03-14,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-15 06:00:07 UTC,2014-10-20 16:15:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/569018,https://static.inaturalist.org/photos/723476/medium.jpg?1444488394,"","",false,1,0,false,,"California, US",37.2293358178,-122.1709663958,26,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
571929,2014-03-16,2014-03-16,,Pacific Time (US & Canada),false,15182,lugefool,2014-03-17 00:31:39 UTC,2015-05-13 02:33:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/571929,https://static.inaturalist.org/photos/726576/medium.JPG?1444780999,"",Cub scouts told me they found 43 newts,false,1,0,false,,Briones regional park,37.944799,-122.156457,13,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
571978,2014-03-16,2014-03-16,,Pacific Time (US & Canada),false,15182,lugefool,2014-03-17 00:46:53 UTC,2015-05-13 02:33:02 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/571978,https://static.inaturalist.org/photos/726643/medium.JPG?1444781039,"","",false,1,0,false,,Briones regional park,37.945434,-122.156435,26,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
572812,2014-03-16,2014-03-16,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-17 17:27:10 UTC,2014-10-26 06:52:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/572812,https://static.inaturalist.org/photos/728111/medium.jpg?1444491887,"","",false,1,0,false,,Santa Cruz Co. CA,37.134483,-122.275772,703,,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
573692,2014-03-17 14:30,2014-03-17,2014-03-17 21:30:00 UTC,Pacific Time (US & Canada),false,31646,rrhoads90,2014-03-18 04:55:50 UTC,2016-07-29 12:15:53 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/573692,https://static.inaturalist.org/photos/729351/medium.jpg?1395118554,"",Found submerged in small pond at base of a dam. measured 6.0 cm snout to vent.,false,3,0,false,,Holy Jim trail,33.700136,-117.52294,486,,,"",Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
573862,2014-03-17,2014-03-17,,Pacific Time (US & Canada),false,23431,mytilludie,2014-03-18 09:03:06 UTC,2016-09-16 21:04:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/573862,https://static.inaturalist.org/photos/729575/medium.jpg?1395133391,"","",false,2,1,false,,Pepperwood Preserve,38.582728,-122.713675,190,,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
577134,2014-03-20,2014-03-20,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-21 15:39:45 UTC,2014-10-20 16:36:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/577134,https://static.inaturalist.org/photos/734172/medium.jpg?1444496658,"","",false,1,0,false,,"California, US",37.0823878902,-122.2348929878,26,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
579794,Sun Mar 23 2014 09:42:54 GMT-0700 (PDT),2014-03-23,2014-03-23 16:42:54 UTC,Pacific Time (US & Canada),false,1,kueda,2014-03-23 20:31:17 UTC,2015-05-13 03:09:20 UTC,research,CC0,http://www.inaturalist.org/observations/579794,https://static.inaturalist.org/photos/737493/medium.jpg?1395606727,"","",false,1,0,false,3,"",37.738365,-122.107801,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
580153,"2014-03-23, at 12:00 pm",2014-03-23,2014-03-23 19:00:00 UTC,Pacific Time (US & Canada),false,29733,brennandmcdonald,2014-03-24 01:32:10 UTC,2016-09-23 01:37:10 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/580153,https://static.inaturalist.org/photos/737957/medium.JPG?1395624740,"",There were multiple of the newts swimming in a small pool in Stevens Creek. They might of been traveling to their birthplace to mate.,false,0,0,false,,monte bello,37.317274,-122.171705,143,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
580779,2014-03-09,2014-03-09,,Pacific Time (US & Canada),false,9365,taj,2014-03-24 15:04:19 UTC,2015-05-13 03:09:16 UTC,research,CC-BY,http://www.inaturalist.org/observations/580779,https://static.inaturalist.org/photos/738729/medium.jpg?1395674914,"","",false,2,0,false,,Sibley Volcanic Regional Preserve,37.847579,-122.198954,1713,,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
580945,Sun Mar 23 2014 11:21:04 GMT-0700 (PDT),2014-03-23,2014-03-23 18:21:04 UTC,Pacific Time (US & Canada),false,16692,stickymonkey,2014-03-24 16:50:06 UTC,2015-05-13 03:09:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/580945,https://static.inaturalist.org/photos/738901/medium.jpg?1395680098,"",Under log off indian joe nature trail,false,3,0,false,3,"Sunol Regional Wilderness, Sunol, CA, US",37.516121,-121.830655,127,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
582339,2014-03-24,2014-03-24,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-25 14:51:49 UTC,2014-10-26 06:51:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/582339,https://static.inaturalist.org/photos/740328/medium.jpg?1444502717,"","",false,1,0,false,,Santa Cruz Co. CA,37.068203,-122.053054,48,,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
583409,2014-03-23 at 7:37 AM Pacific Daylight time,2014-03-23,2014-03-23 14:37:00 UTC,Pacific Time (US & Canada),true,33430,wtg1940,2014-03-26 04:25:27 UTC,2016-07-12 04:23:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/583409,https://static.inaturalist.org/photos/741702/medium.jpg?1395807936,"","",false,2,0,false,,Armstrong Redwoods State Natural Reserve,38.545715,-122.998401,20,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
584642,2014-03-26,2014-03-26,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-27 05:20:01 UTC,2014-10-20 16:55:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/584642,https://static.inaturalist.org/photos/743170/medium.jpg?1444504893,"","",false,1,0,false,,"California, US",37.1434163519,-122.1988165841,41,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
588422,Fri Mar 28 2014 13:47:51 GMT-0700 (PDT),2014-03-28,2014-03-28 20:47:51 UTC,Pacific Time (US & Canada),false,33879,matt-almaraz,2014-03-28 22:04:32 UTC,2015-11-12 03:54:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/588422,https://static.inaturalist.org/photos/747417/medium.jpg?1396044320,"",Picture to follow,false,1,0,false,3,"Green Gulch Trl, Sausalito, CA, US",37.8614583333,-122.5734716667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
593050,2014-03-28 12:30,2014-03-28,2014-03-28 19:30:00 UTC,Pacific Time (US & Canada),false,32483,calfirecap,2014-03-29 05:45:02 UTC,2015-08-06 19:19:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593050,https://static.inaturalist.org/photos/750867/medium.jpg?1396071905,"","",false,2,0,false,,Phleger Estate,37.45137,-122.29713,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
593091,2014-03-28,2014-03-28,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-29 05:58:31 UTC,2014-10-20 17:12:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593091,https://static.inaturalist.org/photos/750916/medium.jpg?1444508543,"","",false,1,0,false,,"California, US",37.4755481741,-122.3787339538,13,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
593528,2014-03-25 19:50:43,2014-03-25,2014-03-26 02:50:43 UTC,Pacific Time (US & Canada),false,9846,aigomesu,2014-03-29 07:55:26 UTC,2016-09-23 01:37:46 UTC,research,,http://www.inaturalist.org/observations/593528,https://static.inaturalist.org/photos/751456/medium.JPG?1396079734,"","Hiked along Flat Frog trail and found approximately 50 salamanders. One of the individuals is shown here, eating an earthworm. ",false,1,0,false,,Henry W. Coe State Park,37.201601,-121.544481,63,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
593661,2014-03-28 14:12,2014-03-28,2014-03-28 21:12:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:10:20 UTC,2015-08-06 19:19:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593661,https://static.inaturalist.org/photos/751546/medium.jpg?1396084227,"",Walking near creek in leaf litter.,false,2,0,false,,Phleger Estate,37.450086,-122.294609,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593662,2014-03-28 14:33,2014-03-28,2014-03-28 21:33:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:15:16 UTC,2015-08-06 19:19:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593662,https://static.inaturalist.org/photos/751549/medium.jpg?1396084520,"",2 observed walking in lower section of mostly dry feeder creek.,false,2,0,false,,Phleger Estate,37.449332,-122.294555,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593665,2014-03-28 14:38,2014-03-28,2014-03-28 21:38:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:20:52 UTC,2015-08-06 19:19:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593665,https://static.inaturalist.org/photos/751555/medium.jpg?1396084856,"",Walking along feeder creek.,false,2,0,false,,Phleger Estate,37.44928,-122.294758,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593669,2014-03-28 14:45,2014-03-28,2014-03-28 21:45:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:25:20 UTC,2015-08-06 19:19:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593669,https://static.inaturalist.org/photos/751561/medium.jpg?1396085124,"",2 juveniles along feeder creek. 66F temp.,false,2,0,false,,Phleger Estate,37.449146,-122.295402,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593670,2014-03-28 14:48,2014-03-28,2014-03-28 21:48:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:29:29 UTC,2015-08-06 19:19:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593670,https://static.inaturalist.org/photos/751563/medium.jpg?1396085373,"",Walking up bank in feeder creek,false,2,0,false,,Phleger Estate,37.449141,-122.29553,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593673,2014-03-28 14:50,2014-03-28,2014-03-28 21:50:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:32:38 UTC,2015-08-06 19:19:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593673,https://static.inaturalist.org/photos/751568/medium.jpg?1396085566,"",2 juveniles along feeder creek. 66F temp.,false,2,0,false,,Phleger Estate,37.448993,-122.295589,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593676,2014-03-28 14:56,2014-03-28,2014-03-28 21:56:00 UTC,Pacific Time (US & Canada),false,33596,owenrtm77,2014-03-29 09:37:25 UTC,2015-08-06 19:19:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593676,https://static.inaturalist.org/photos/751572/medium.jpg?1396085851,"","Walking along feeder creek.
",false,2,0,false,,Phleger Estate,37.44921,-122.295557,10,,,,Taricha torosa torosa,Taricha torosa,California Newt,Amphibia,27818
593760,2014-03-28 2:15PM,2014-03-28,2014-03-28 21:15:00 UTC,Pacific Time (US & Canada),false,32483,calfirecap,2014-03-29 13:03:34 UTC,2015-08-06 19:19:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593760,https://static.inaturalist.org/photos/751668/medium.jpg?1396098218,"","",false,2,0,false,,Phleger Estate,37.45096,-122.29697,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
593762,2014-03-28 2:05PM,2014-03-28,2014-03-28 21:05:00 UTC,Pacific Time (US & Canada),false,32483,calfirecap,2014-03-29 13:14:39 UTC,2015-08-06 19:19:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593762,https://static.inaturalist.org/photos/751670/medium.jpg?1396098885,"","",false,3,0,false,,Phleger Estate,37.45098,-122.29676,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
593768,2014-03-28 2:20 PM,2014-03-28,2014-03-28 21:20:00 UTC,Pacific Time (US & Canada),false,32483,calfirecap,2014-03-29 13:22:47 UTC,2015-08-06 19:19:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593768,https://static.inaturalist.org/photos/751682/medium.jpg?1396099374,"","",false,2,0,false,,Phleger Estate,37.44935,-122.29536,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
593770,2014-03-28 2:40 PM,2014-03-28,2014-03-28 21:40:00 UTC,Pacific Time (US & Canada),false,32483,calfirecap,2014-03-29 13:25:32 UTC,2015-08-06 19:19:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/593770,https://static.inaturalist.org/photos/751688/medium.jpg?1396099535,"","",false,2,0,false,,Phleger Estate,37.44927,-122.29513,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
596374,2014-03-29 9:36:46 AM PDT,2014-03-29,2014-03-29 16:36:46 UTC,Pacific Time (US & Canada),false,20912,steers,2014-03-29 19:01:15 UTC,2015-05-13 02:32:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/596374,https://static.inaturalist.org/photos/755786/medium.jpg?1396153379,"","",false,2,0,false,,"",37.84267327,-122.53332602,8,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
598099,2014-03-29,2014-03-29,,Hawaii,false,32764,naomilebeau,2014-03-29 20:33:40 UTC,2015-09-29 17:11:00 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/598099,https://static.inaturalist.org/photos/754530/medium.JPG?1396125226,"","",true,0,0,false,,"Muir Beach, CA",37.859947,-122.572397,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
601210,2014-03-29,2014-03-29,,Pacific Time (US & Canada),false,34186,rcbrown,2014-03-30 22:37:05 UTC,2016-05-12 16:11:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/601210,https://static.inaturalist.org/photos/756986/medium.jpg?1396219033,"","",false,1,0,false,,Tilden Regional Park,37.873942,-122.230775,127,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
601404,2014-03-30,2014-03-30,,Pacific Time (US & Canada),false,2873,jmaughn,2014-03-30 23:59:37 UTC,2014-10-20 17:32:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/601404,https://static.inaturalist.org/photos/757224/medium.jpg?1444513079,"","",false,2,0,false,,"California, US",37.1259822897,-122.1254209552,,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
602654,Mon Mar 31 2014 09:04:46 GMT-0700 (PDT),2014-03-31,2014-03-31 16:04:46 UTC,Pacific Time (US & Canada),false,933,chriswbrown,2014-03-31 18:18:20 UTC,2015-05-13 02:32:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/602654,https://static.inaturalist.org/photos/758967/medium.jpg?1396290020,"","",false,2,0,false,3,"100–120 Crown Rd, Greenbrae, CA, US",37.947855,-122.573495,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
603897,Tue Apr 01 2014 11:57:10 GMT-0700 (PDT),2014-04-01,2014-04-01 18:57:10 UTC,Pacific Time (US & Canada),false,31008,chaparral,2014-04-01 20:53:46 UTC,2015-05-13 03:33:57 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/603897,https://static.inaturalist.org/photos/760577/medium.jpg?1396385637,"","",true,2,0,false,3,"",34.0895055,-118.6459283333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
606219,2014-04-02,2014-04-02,,Pacific Time (US & Canada),false,30927,samo_nps,2014-04-03 14:44:01 UTC,2015-11-12 03:20:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606219,https://static.inaturalist.org/photos/764085/medium.JPG?1396536261,"","Two newts were seen. The night before there had been some rain so the waterfall had a trickle of water in it. The first newt was seen in a low pool near the waterfall. The second was found on a rock face, blending in.",false,2,0,false,,Point Mugu State Park,34.083599,-119.035079,11495,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
607099,2014-03-28,2014-03-28,,Eastern Time (US & Canada),false,8956,yasingi,2014-04-04 02:39:28 UTC,2015-05-13 03:33:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/607099,https://static.inaturalist.org/photos/765548/medium.JPG?1396579174,"","",false,2,0,false,,"berkeley botanical garden, ca",37.874937,-122.239521,16,,,,california newt,Taricha torosa,California Newt,Amphibia,27818
607287,2014-04-03 14:07:10,2014-04-03,2014-04-03 21:07:10 UTC,Pacific Time (US & Canada),false,28,tiwane,2014-04-04 06:21:40 UTC,2016-10-31 21:01:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/607287,https://static.inaturalist.org/photos/765799/medium.jpg?1396592509,"",One of 3 gravid females in this clearing.,false,1,0,false,,"Sibley Volcanic Regional Preserve, Contra Costa, California, United States",37.8602033333,-122.2033966667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
608145,2014-04-04 10:13:30 AM PDT,2014-04-04,2014-04-04 17:13:30 UTC,Pacific Time (US & Canada),false,24754,dgreenberger,2014-04-05 01:09:20 UTC,2015-12-10 07:02:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/608145,https://static.inaturalist.org/photos/766781/medium.jpg?1396660617,"","",false,2,0,false,,,37.96804133,-122.60413856,7,,gps,gps,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
611094,Sun Apr 06 2014 16:22:02 GMT-0700 (PDT),2014-04-06,2014-04-06 23:22:02 UTC,Pacific Time (US & Canada),false,1,kueda,2014-04-07 00:31:54 UTC,2015-05-13 02:31:56 UTC,research,CC0,http://www.inaturalist.org/observations/611094,https://static.inaturalist.org/photos/770445/medium.jpg?1396831263,"",,false,1,0,false,3,,37.736958,-122.084909,5,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
612117,2014-04-06,2014-04-06,,Pacific Time (US & Canada),false,2873,jmaughn,2014-04-07 14:38:46 UTC,2014-10-20 18:01:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/612117,https://static.inaturalist.org/photos/771454/medium.jpg?1444522709,"","",false,1,0,false,,Santa Cruz Co. CA,37.078715,-122.143589,27,,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
618862,2014-03-29,2014-03-29,,Pacific Time (US & Canada),false,20292,nicetim,2014-04-11 04:59:39 UTC,2015-05-13 03:08:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/618862,https://static.inaturalist.org/photos/778215/medium.jpg?1397192384,"",,false,2,0,false,,"Tilden Regional Park, Berkeley, Ca",37.887288,-122.228329,93,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
619370,Wed Apr 09 2014 18:07:46 GMT-0700 (PDT),2014-04-09,2014-04-10 01:07:46 UTC,Pacific Time (US & Canada),false,7757,prakrit,2014-04-11 17:19:04 UTC,2016-04-10 18:22:52 UTC,needs_id,,http://www.inaturalist.org/observations/619370,https://static.inaturalist.org/photos/778762/medium.jpg?1397237098,"","",false,0,1,false,3,"California, US",38.1090836855,-122.8869064651,54535,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
619898,Fri Apr 11 2014 13:49:20 GMT-0700 (PDT),2014-04-11,2014-04-11 20:49:20 UTC,Pacific Time (US & Canada),false,34641,steviekgold,2014-04-12 00:07:46 UTC,2016-01-18 03:46:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/619898,https://static.inaturalist.org/photos/779568/medium.jpg?1397261282,"","Female found in the creek of Stunt Ranch Reserve during UCLA field study excursion, specifically a shallow pond. We returned her back to the pool after examining her closer. ",false,3,0,false,3,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.0953361667,-118.6534883333,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
619906,2014-04-11,2014-04-11,,Pacific Time (US & Canada),false,34733,heidibeswick,2014-04-12 00:19:42 UTC,2016-04-30 22:06:48 UTC,research,,http://www.inaturalist.org/observations/619906,https://static.inaturalist.org/photos/779596/medium.JPG?1397262061,"",We found this California newt in the creek at Stunt Ranch. ,false,2,0,false,,calabasas,34.095213,-118.655503,63,,,,taricha torosa,Taricha torosa,California Newt,Amphibia,27818
619982,Fri Apr 11 2014 13:49:43 GMT-0700 (PDT),2014-04-11,2014-04-11 20:49:43 UTC,Pacific Time (US & Canada),false,34749,haleycg,2014-04-12 01:33:46 UTC,2016-10-04 02:10:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/619982,https://static.inaturalist.org/photos/779808/medium.jpg?1397266706,"","Found in stream at Stunt Ranch, Calabasas. Very thin young male.",false,2,0,false,3,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.0952221667,-118.6536716667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
620122,Fri Apr 11 2014 13:46:29 GMT-0700 (PDT),2014-04-11,2014-04-11 20:46:29 UTC,Pacific Time (US & Canada),false,34867,danielletran,2014-04-12 03:24:35 UTC,2016-02-12 16:01:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/620122,https://static.inaturalist.org/photos/780036/medium.jpg?1397273210,"",Caught and released for UCLA course study,false,3,0,false,3,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.095475,-118.6535033333,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
620335,2014-04-11 1:49:26 PM PDT,2014-04-11,2014-04-11 20:49:26 UTC,Pacific Time (US & Canada),false,34741,nicolas,2014-04-12 09:28:35 UTC,2016-05-28 23:53:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/620335,https://static.inaturalist.org/photos/780303/medium.jpg?1397294996,"","",false,2,0,false,,,34.0953865051,-118.6534423828,,,gps,gps,California newt,Taricha torosa,California Newt,Amphibia,27818
621716,2014-04-12 10:30am,2014-04-12,2014-04-12 17:30:00 UTC,Pacific Time (US & Canada),false,34855,tonyseminar,2014-04-13 06:40:18 UTC,2015-05-13 02:31:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/621716,https://static.inaturalist.org/photos/782038/medium.jpg?1397371306,"","By: Monica Ruelas
While hiking on the Santa Monica Mountain, the group came across a small ""waterfall"" that flows right beneath a small bridge marking what seemed to be the midpoint of the hike. Seeing as there wasn't much rain this past winter the ""waterfall"" was more like droplets of water that fell upon the creek that also resembled scattered puddles. In the creek we saw a groups of California Newts squirming around. One of the newts we observed in particular was approximately 5-6in in length. It was very small and had the infamous orange/yellow underbelly.",false,1,0,false,,Santa Monica Mountains,34.11695,-118.901368,,,,,california newt,Taricha torosa,California Newt,Amphibia,27818
626794,Tue Apr 15 2014 16:57:30 GMT-0700 (PDT),2014-04-15,2014-04-15 23:57:30 UTC,Pacific Time (US & Canada),false,35677,jamieboring,2014-04-16 01:50:09 UTC,2015-05-13 02:31:12 UTC,research,,http://www.inaturalist.org/observations/626794,https://static.inaturalist.org/photos/788612/medium.jpg?1397613031,"",Eggs were seen attached to sticks at the bottom of a pond. Adults were seen holding on the long grass rising from the bottom of the pond. ,false,1,0,false,3,"Los Padres National Forest, Santa Margarita, CA, US",35.377,-120.6649083333,,,,,Taricha torosa California Newt,Taricha torosa,California Newt,Amphibia,27818
627160,2014-04-15,2014-04-15,,Pacific Time (US & Canada),false,2873,jmaughn,2014-04-16 07:01:09 UTC,2014-12-02 18:52:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/627160,https://static.inaturalist.org/photos/789019/medium.jpg?1444538672,"","",false,1,0,false,,"California, US",37.0028491375,-122.3446271855,230,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
628376,2014-04-11,2014-04-11,,Pacific Time (US & Canada),false,34836,helenwsung,2014-04-17 07:19:19 UTC,2016-10-04 02:10:22 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/628376,https://static.inaturalist.org/photos/790851/medium.JPG?1397719170,"","",false,2,0,false,,Stunt Ranch state park,34.095168,-118.655456,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
629188,Tue Apr 15 2014 17:04:30 GMT-0700 (PDT),2014-04-15,2014-04-16 00:04:30 UTC,Pacific Time (US & Canada),false,35833,adracola,2014-04-17 22:19:25 UTC,2015-05-13 02:31:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629188,https://static.inaturalist.org/photos/791812/medium.jpg?1397773184,"",Several individuals found in concrete pond and nearby creek,false,1,0,false,3,"Los Padres National Forest, Santa Margarita, CA, US",35.376805,-120.6649333333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
631008,Sat Mar 29 2014 17:14:30 GMT-0700 (PDT),2014-03-29,2014-03-30 00:14:30 UTC,Pacific Time (US & Canada),false,35942,neonmoth,2014-04-19 01:20:28 UTC,2015-05-13 02:31:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/631008,https://static.inaturalist.org/photos/793955/medium.jpg?1397875543,"","",false,1,0,false,3,"Redwood Regional Park, Castro Valley, CA, US",37.8103116667,-122.1546166667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
631009,Sat Mar 29 2014 17:14:30 GMT-0700 (PDT),2014-03-29,2014-03-30 00:14:30 UTC,Pacific Time (US & Canada),false,35942,neonmoth,2014-04-19 01:20:28 UTC,2015-05-13 02:31:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/631009,https://static.inaturalist.org/photos/793960/medium.jpg?1397875574,"","",false,1,0,false,3,"Redwood Regional Park, Castro Valley, CA, US",37.8103116667,-122.1546166667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
632673,2014-04-19 1:28:27 PM PDT,2014-04-19,2014-04-19 20:28:27 UTC,Pacific Time (US & Canada),false,34836,helenwsung,2014-04-19 23:29:21 UTC,2016-10-04 02:10:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/632673,https://static.inaturalist.org/photos/796246/medium.jpg?1397950262,"",,false,2,0,false,,,34.068043,-118.536728,12,,gps,gps,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
632674,2014-04-19 2:03:30 PM PDT,2014-04-19,2014-04-19 21:03:30 UTC,Pacific Time (US & Canada),false,34836,helenwsung,2014-04-19 23:29:25 UTC,2016-10-04 02:10:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/632674,https://static.inaturalist.org/photos/796250/medium.jpg?1397950315,"",Found in a pool with 5 more and was mating before caught,false,1,0,false,,Topanga state park,34.067724,-118.536515,10,,gps,gps,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
634808,Sun Apr 20 2014 15:38:35 GMT-0700 (PDT),2014-04-20,2014-04-20 22:38:35 UTC,Pacific Time (US & Canada),false,25948,loloscheiner,2014-04-21 00:36:41 UTC,2016-03-01 07:03:24 UTC,research,,http://www.inaturalist.org/observations/634808,https://static.inaturalist.org/photos/798484/medium.jpg?1398041285,"",Egg sac found in Laurel Canyon Creek,false,1,0,false,3,"",37.916434,-122.257742,5,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
